date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:29:41	622/622	---MCZ	200	added ('OK')	text/plain	etag:W/%22656dea6c-6aa%22	https://hanoitourist.vn/robots.txt		(from )
13:29:42	123730/123730	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202024%2006:29:01%20GMT	https://hanoitourist.vn/	D:/FPOLY/cloneWebTour/hanoitourist.vn/index.html	(from )
13:29:42	107333/107333	---MCZ	200	added ('OK')	text/javascript	etag:cbc6013bb2eeee269197cfbcfe0d1818--gzip	https://sp.zalo.me/plugins/sdk.js	D:/FPOLY/cloneWebTour/sp.zalo.me/plugins/sdk.js	(from https://hanoitourist.vn/)
13:29:42	1150/1150	---M--	200	added ('OK')	image/x-icon	etag:%22659bff7d-47e%22	https://hanoitourist.vn/sites/default/files/favicon.ico	D:/FPOLY/cloneWebTour/hanoitourist.vn/sites/default/files/favicon.ico	(from https://hanoitourist.vn/)
13:29:42	28383/28383	---MCZ	200	added ('OK')	text/css	etag:W/%2265cec7c0-6edf%22	https://hanoitourist.vn/sites/default/files/css/css_5xdzegAKdaDtLRLMvAtTfg86mYlnmoTacT-4ZRcdmn0.css	D:/FPOLY/cloneWebTour/hanoitourist.vn/sites/default/files/css/css_5xdzegAKdaDtLRLMvAtTfg86mYlnmoTacT-4ZRcdmn0.css	(from https://hanoitourist.vn/)
13:29:43	102025/102025	---MCZ	200	added ('OK')	text/css	etag:W/%22ded1c367363e8b20bdc6a19b8350a737%22	https://use.fontawesome.com/releases/v6.4.0/css/all.css	D:/FPOLY/cloneWebTour/use.fontawesome.com/releases/v6.4.0/css/all.css	(from https://hanoitourist.vn/)
13:29:43	27593/27593	---MCZ	200	added ('OK')	text/css	etag:W/%220e111e42b92aa32f0847263dfaadbc6a%22	https://use.fontawesome.com/releases/v6.4.0/css/v4-shims.css	D:/FPOLY/cloneWebTour/use.fontawesome.com/releases/v6.4.0/css/v4-shims.css	(from https://hanoitourist.vn/)
13:29:44	63522/63522	---MCZ	200	added ('OK')	text/css	etag:W/%2265efe1f7-f822%22	https://hanoitourist.vn/sites/default/files/css/css_osW1LqD0ZUSGDENITqtyV6wLFQXoinXSrPfv9i6xkKw.css	D:/FPOLY/cloneWebTour/hanoitourist.vn/sites/default/files/css/css_osW1LqD0ZUSGDENITqtyV6wLFQXoinXSrPfv9i6xkKw.css	(from https://hanoitourist.vn/)
13:29:44	5088/5088	---MCZ	200	added ('OK')	text/css	etag:W/%2265cec7bd-13e0%22	https://hanoitourist.vn/sites/default/files/css/css_9lyweFzxLgWk3yHiozES1suF88IBUldakY5ipCuyBQY.css	D:/FPOLY/cloneWebTour/hanoitourist.vn/sites/default/files/css/css_9lyweFzxLgWk3yHiozES1suF88IBUldakY5ipCuyBQY.css	(from https://hanoitourist.vn/)
13:29:44	19119/19119	---M-Z	200	added ('OK')	text/css	etag:W/%224aaf-trtrgeLH0pZdlRkVAVOQMcBVH4A%22	https://cdn.jsdelivr.net/npm/flatpickr/dist/flatpickr.css	D:/FPOLY/cloneWebTour/cdn.jsdelivr.net/npm/flatpickr/dist/flatpickr.css	(from https://hanoitourist.vn/)
13:29:45	373/373	---M-Z	200	added ('OK')	text/css	etag:W/%22175-rnX1TbUBtFniKw4ITiiitovevIE%22	https://cdn.jsdelivr.net/npm/flatpickr/dist/plugins/confirmDate/confirmDate.css	D:/FPOLY/cloneWebTour/cdn.jsdelivr.net/npm/flatpickr/dist/plugins/confirmDate/confirmDate.css	(from https://hanoitourist.vn/)
13:29:45	2822/2822	---M-Z	200	added ('OK')	text/css	etag:W/%22b06-xAXvAzHtvGNlEoPUCtZkE2nKr6w%22	https://cdn.jsdelivr.net/npm/flatpickr/dist/plugins/monthSelect/style.css	D:/FPOLY/cloneWebTour/cdn.jsdelivr.net/npm/flatpickr/dist/plugins/monthSelect/style.css	(from https://hanoitourist.vn/)
13:29:45	279654/279654	---MCZ	200	added ('OK')	text/css	etag:W/%2265cec7c0-44466%22	https://hanoitourist.vn/sites/default/files/css/css_mH6FFUlpUJClOvOumfiY0k15q5c_fp3VkY2irRwLhJ0.css	D:/FPOLY/cloneWebTour/hanoitourist.vn/sites/default/files/css/css_mH6FFUlpUJClOvOumfiY0k15q5c_fp3VkY2irRwLhJ0.css	(from https://hanoitourist.vn/)
13:29:45	92442/92442	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265cec7bf-1691a%22	https://hanoitourist.vn/sites/default/files/js/js_Y2RPkzfvTNIOyScAu2NgZwTm2M37rhm37O4o1elaH3I.js	D:/FPOLY/cloneWebTour/hanoitourist.vn/sites/default/files/js/js_Y2RPkzfvTNIOyScAu2NgZwTm2M37rhm37O4o1elaH3I.js	(from https://hanoitourist.vn/)
13:29:46	64635/64635	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202024%2006:29:06%20GMT	https://hanoitourist.vn/tin-tuc	D:/FPOLY/cloneWebTour/hanoitourist.vn/tin-tuc.html	(from https://hanoitourist.vn/)
13:29:46	31228/31228	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202024%2006:29:06%20GMT	https://hanoitourist.vn/gioi-thieu	D:/FPOLY/cloneWebTour/hanoitourist.vn/gioi-thieu.html	(from https://hanoitourist.vn/)
13:29:47	29866/29866	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202024%2006:29:07%20GMT	https://hanoitourist.vn/giai-thuong	D:/FPOLY/cloneWebTour/hanoitourist.vn/giai-thuong.html	(from https://hanoitourist.vn/)
13:29:47	32525/32525	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202024%2006:29:07%20GMT	https://hanoitourist.vn/lien-he	D:/FPOLY/cloneWebTour/hanoitourist.vn/lien-he.html	(from https://hanoitourist.vn/)
13:29:48	32358/32358	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202024%2006:29:08%20GMT	https://hanoitourist.vn/dang-ky-dai-ly	D:/FPOLY/cloneWebTour/hanoitourist.vn/dang-ky-dai-ly.html	(from https://hanoitourist.vn/)
13:29:48	164615/164615	---M--	200	added ('OK')	image/png	etag:%2265ae4e08-28307%22	https://hanoitourist.vn/sites/default/files/image%2034%20(2).png	D:/FPOLY/cloneWebTour/hanoitourist.vn/sites/default/files/image%2034%20(2).png	(from https://hanoitourist.vn/)
13:29:49	59572/59572	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202024%2006:29:08%20GMT	https://hanoitourist.vn/tour-trong-nuoc	D:/FPOLY/cloneWebTour/hanoitourist.vn/tour-trong-nuoc.html	(from https://hanoitourist.vn/)
13:29:49	31543/31543	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202024%2006:29:09%20GMT	https://hanoitourist.vn/mien-bac	D:/FPOLY/cloneWebTour/hanoitourist.vn/mien-bac.html	(from https://hanoitourist.vn/)
13:29:50	30293/30293	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202024%2006:29:09%20GMT	https://hanoitourist.vn/tour-cat-ba	D:/FPOLY/cloneWebTour/hanoitourist.vn/tour-cat-ba.html	(from https://hanoitourist.vn/)
13:29:50	30291/30291	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202024%2006:29:10%20GMT	https://hanoitourist.vn/tour-co-to	D:/FPOLY/cloneWebTour/hanoitourist.vn/tour-co-to.html	(from https://hanoitourist.vn/)
13:29:51	32280/32280	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202024%2006:29:11%20GMT	https://hanoitourist.vn/tour-ha-giang	D:/FPOLY/cloneWebTour/hanoitourist.vn/tour-ha-giang.html	(from https://hanoitourist.vn/)
13:29:51	30094/30094	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202024%2006:29:11%20GMT	https://hanoitourist.vn/tour-ha-noi	D:/FPOLY/cloneWebTour/hanoitourist.vn/tour-ha-noi.html	(from https://hanoitourist.vn/)
13:29:52	30270/30270	---M-Z	200	added ('OK')	text/html	date:Tue,%2012%20Mar%202024%2006:29:12%20GMT	https://hanoitourist.vn/ninh-binh	D:/FPOLY/cloneWebTour/hanoitourist.vn/ninh-binh.html	(from https://hanoitourist.vn/)
